Cell_architecture,Substrate_stack_sequence,ETL_stack_sequence,ETL_additives_compounds,ETL_deposition_procedure,Perovskite_composition_none_stoichiometry_components_in_excess,Perovskite_additives_compounds,Perovskite_deposition_procedure,DMF_DMSO,Perovskite_deposition_quenching_media,HTL_stack_sequence,HTL_additives_compounds,Backcontact_stack_sequence,Backcontact_thickness_list,Perovskite_deposition_solvents_IPA,Perovskite_deposition_thermal_annealing,prob
pin,SLG | ITO,SnO2-np,Undoped,Spin-coating,Stoichiometric,PS,Spin-coating,0.7409485264896704,Diethyl ether,PTAA,PolyTPD,Ca | Al,230.9497752974579,0,65.0; 100.0-2.0; 4.0,0.9023720362167283
pin,SLG | ITO,PCBM-60 | bis-C60,Undoped,Spin-coating | Spin-coating,Stoichiometric,ZnCl2,Spin-coating,0.8284008777472196,Diethyl ether,PTAA,NPB,AgAl,97.22167918307555,0,50; 100-3.0; 12.0,0.9023655056390192
nip,SLG | FTO,TiO2-c,NaCl,Spin-coating,PbAc2,SA-1,Spin-coating,0.9127531361509135,Chlorobenzene,Spiro-MeOTAD,JQ2; Li-TFSI; TBP,MoO3 | Au,457.99076225734683,0,100.0-5.0,0.9022936286865819
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,DA2PbI4,Drop-infiltration,0.7933127062037441,Chlorobenzene,PTAA,F4-TCNQ,AgAl,102.68427642536876,0,65; 100-1.0; 9.0,0.902293345695292
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,PbCl2,SrI2,Spin-coating >> Spin-coating,0.7710206634341266,Chlorobenzene,PTAA,TAPC,AgAl,81.85820781989966,0,60.0-5.0,0.90228880351444
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,ITIC,Spin-coating,0.7735322807552681,Chlorobenzene,PTAA,F8BT,AgAl,137.62300973638224,0,60; 120-2.0; 15.0,0.9022441132774316
pin,SLG | ITO,C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,PbI2; PbBr2,MACSN,Spin-coating,0.8073844391925207,Chlorobenzene,PTAA,F4-TCNQ,AgAl,257.97611141626805,0,65.0-2.0,0.9022247489985066
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,PbI2,GuaI,Spin-coating,0.9286802658943818,Chlorobenzene,PTAA,F4-TCNQ,AgAl,165.45183255664858,0,0.0; 90.0-10.0; 50.0,0.9019547675222551
nip,SLG | FTO,SnO2-c,Graphene-QDs,Spin-coating,MAI,NMA,Spin-coating,0.7185779672059271,Diethyl ether,PTAA,TPFB,Ag,397.3225748765763,0,100.0-240.0,0.9019509343624256
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Pb,ITIC; PCBM-60,Spin-coating,0.733745983256479,Chlorobenzene,PTAA,F8BT,AgAl,148.0842872569226,0,60; 100-3.0; 10.0,0.9019092086125685
pin,SLG | ITO,PCBM-60,DBU,Spin-coating,Stoichiometric,DCL97,Spin-coating,0.9502757563455061,Chlorobenzene,PTAA,F4-TCNQ,AgAl,241.11277944910512,0,65.0; 100.0-1.0; 2.0,0.9018255769854985
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Terephthalic acid,Spin-coating >> Spin-coating,0.7225860160667068,Diethyl ether,PTAA,F8BT,AgAl,108.03326731930767,0,25; 60-20.0; 40.0,0.9015939169985847
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Terephthalic acid,Spin-coating >> Spin-coating,0.7926220147203313,Diethyl ether,PTAA,PolyTPD,AgAl,76.38120479831369,0,25; 100.0-10.0; 5.0,0.9014585844035348
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,none,FU11,Spin-coating,0.817805834339449,Chlorobenzene,PTAA,F8BT,AgAl,294.1887219698197,0,65.0-270.0,0.9014263166178557
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,NH4I,Spin-coating >> CBD,0.8971146676971206,Chlorobenzene,PTAA,F8BT,Ag,129.9488596929865,0,60; 100-1.0; 60.0,0.9014034310421409
nip,SLG | FTO,TiO2-c,Zr,Spin-coating,PbI2,TiO2-np,Spin-coating,0.9054004980450827,Diethyl ether,Spiro-MeOTAD,JQ2; Li-TFSI; TBP,MoO3 | Au,458.17606104129493,0,0.0; 90.0-10.0; 50.0,0.9014017334907345
nip,SLG | FTO,TiO2-c,Pluronic P123 surfactant,CBD,PbCl2,NaYF4:Yb:Er-np,Spin-coating,0.7490286195027096,Chlorobenzene,Spiro-MeOTAD,Li-TFSI; TBP,MoO3 | Au,302.2083348163229,0,100.0-240.0,0.9013986880109855
nip,SLG | FTO,TiO2-c,Zn,Spin-coating,PbI2; PbBr2,2-Phenylethylamine Hydroiodide,Spin-coating,0.5531199156417568,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,101.45339956385968,0,100.0; 140.0-15.0; 60.0,0.9013983797218686
nip,SLG | FTO,TiO2-c,rGraphene oxide,Spin-coating,PbI2,Butanediaminedihydroiodide,Spin-coating,0.9628731090641274,Chlorobenzene,PTAA,F4-TCNQ,AgAl,111.45369719464897,0,100.0-2.0,0.901381712899384
nip,SLG | FTO,TiO2-c,Fe,Spin-coating,PbI2,EtOH,Spin-coating,0.584327824812538,Diethyl ether,Spiro-MeOTAD,Li-TFSI,Al,256.7617393917526,0,100.0-180.0,0.9012011383304113
nip,SLG | FTO,TiO2-c,Zr,Spin-coating,PbCl2,CsI,Spin-coating,0.2588585979981646,Diethyl ether,Spiro-MeOTAD,Li-TFSI; TBP,MoO3 | Au,257.74905678125845,0,100.0-180.0,0.9011212843007612
nip,SLG | FTO,TiO2-c,Undoped,Evaporation,PbI2,Phenylethyl ammonium iodide,Spin-coating,0.5290882623652313,Chlorobenzene,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,167.40072599086076,0,100.0-23.0,0.9010966856557362
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,PbI2; PbBr2,Mn,Spin-coating,0.6867891097349051,Chlorobenzene,PTAA,TAPC,AgAl,81.10471604311508,0,25; 95-5.0; 60.0,0.901089616692508
nip,SLG | FTO,TiO2-c,TiCl4,Spin-coating,PbI2,TMS,Spin-coating,0.6345883446986351,Diethyl ether,PTAA,Li-TFSI,AgAl,120.19094245450816,0,105.0-60.0,0.9010430975067705
nip,SLG | FTO,TiO2-c,Mo,Spin-coating,PbI2,Graphene-QDs,Spin-coating,0.9338508847615549,Chlorobenzene,Spiro-MeOTAD,IrCp*Cl(PyPyz)[TFSI]; Li-TFSI; TBP,MoO3 | Au,439.9235644537447,0,100.0-90.0,0.9009793609233611
pin,SLG | ITO,PCBM-60 | BCP,DMOAP ,Spin-coating | Spin-coating,Stoichiometric,Mn,Spin-coating,0.9187616865446453,Chlorobenzene,PTAA,F8BT,AgAl,273.243958264537,0,60; 80-1.0; 2.0,0.9008394364745269
pin,SLG | ITO,PCBM-60 | LiF,Undoped,Spin-coating | Evaporation,Stoichiometric,Benzoquinone,Spin-coating >> Spin-coating,0.7779623761969412,Chlorobenzene,PTAA,TAPC,AgAl,90.98785339474887,0,65-2.0,0.900684549561839
pin,SLG | ITO,PCBM-60 | LiF,PNDI-2T ,Spin-coating | Evaporation,Stoichiometric,Butanediaminedihydroiodide,Spin-coating,0.9898259871756904,Chlorobenzene,PTAA,F8BT,AgAl,251.07372353398998,0,65.0-10.0,0.9006682069643764
nip,SLG | FTO,SnO2-np,Undoped,Spin-coating,NH4Cl,MA,Spin-coating,0.24718559655586292,Diethyl ether,PTAA,Li-TFSI; Polystyrene; TBP,AgAl,150.30069658795333,0,65.0-2.0,0.9006512398295421
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,NH4I,Spin-coating,0.931415952870183,Chlorobenzene,PTAA,F8BT,Ca | Al,341.8383934208091,0,60; 100-1.0; 2.0,0.9005838257976966
nip,SLG | FTO,TiO2-c,Nb,CBD,PbCl2,Ca,Spin-coating,0.9434829365655035,Chlorobenzene,Spiro-MeOTAD,MoO3,MoO3 | Au,413.3479629605109,0,100.0-6.0,0.9005078110756729
nip,SLG | FTO,SnO2-np,Al,Spin-coating,MAI,Graphene oxide,Spin-coating,0.7300497686909642,Diethyl ether,PTAA,Li-TFSI,AgAl,376.57249814558384,0,0.0; 90.0-10.0; 50.0,0.9003928760397204
pin,SLG | ITO,PCBM-60 | C60 | BCP,Undoped,Spin-coating | Evaporation | Evaporation,Stoichiometric,Ni,Spin-coating,0.7733203684829215,Chlorobenzene,PTAA,TAPC,AgAl,18.695408902568076,0,180.0-10.0,0.9003608051911881
pin,SLG | ITO,PCBM-60 | LiF,DIO,Spin-coating | Evaporation,Stoichiometric,ITIC; PCBM-60,Spin-coating,0.979812113222758,Chlorobenzene,PTAA,NPB,AgAl,0.47743761739815227,0,110.0-60.0,0.9000967154520473
nip,SLG | FTO,TiO2-c,HCl,Spin-coating,PbI2,GuaI,Spin-coating,0.9368931888932585,Chlorobenzene,PTAA,F4-TCNQ,AgAl,539.8199823793932,0,65.0; 100.0-1.0; 2.0,0.9000924627993083
nip,SLG | FTO,TiO2-c | Al2O3-mp,Undoped,ALD | Spin-coating,Pb,KSCN,Spin-coating,0.8257423437988185,Chlorobenzene,PTAA,LAD,Ag,369.3582066134919,0,100.0-12.0,0.9000542320842075
nip,SLG | FTO,TiO2-c, TiCl4,Spin-coating,PbI2; PbBr2,SA-2,Spin-coating,0.9237248436987394,Chlorobenzene,Spiro-MeOTAD,JQ3; Li-TFSI; TBP,MoO3 | Al,451.30415083354757,0,100.0-9.0,0.9000405802240496
